City_Num,City,Country,"Lat, Long",Lat,Lon,OWM City #,OWM City Name,Temp (F),Humidity (%),Cloudiness (%),Wind Speed (mph)
0,rio gallegos,ar,"(-51.622613, -69.218127)",-51.622613,-69.218127,3838859,Rio Gallegos,49.91,88.875,37.2,12.18325
1,ushuaia,ar,"(-54.8, -68.3)",-54.8,-68.3,3833367,Ushuaia,42.13,98.225,64.6,9.3875
2,punta arenas,cl,"(-53.15, -70.916667)",-53.15,-70.916667,3874787,Punta Arenas,45.09,97.475,57.1,14.12375
3,invercargill,nz,"(-46.4, 168.35)",-46.4,168.35,2189529,Invercargill,54.7,82.975,39,4.3435
4,waitati,nz,"(-45.75, 170.566667)",-45.75,170.566667,2179825,Waitati,53.3,82.6,28.2,3.70575
5,bluff,nz,"(-46.6, 168.333333)",-46.6,168.333333,2206939,Bluff,53.75,97.4,25.1,8.45625
6,wyndham,nz,"(-46.333333, 168.85)",-46.333333,168.85,2178933,Wyndham,54.7,82.975,39,4.3435
7,balclutha,nz,"(-46.233889, 169.75)",-46.233889,169.75,2208248,Balclutha,53.98,75.775,30.4,4.59775
8,edendale,nz,"(-46.316667, 168.783333)",-46.316667,168.783333,2178933,Wyndham,54.7,82.975,39,4.3435
9,outram,nz,"(-45.866667, 170.233333)",-45.866667,170.233333,2186656,Momona,53.3,82.6,28.2,3.70575
10,clyde,nz,"(-45.183333, 169.316667)",-45.183333,169.316667,2192264,Clyde,51.59,77.95,23.1,2.5715
11,te anau,nz,"(-45.416667, 167.716667)",-45.416667,167.716667,2181625,Te Anau,50.96,87.425,44.9,4.03225
12,milton,nz,"(-46.120833, 169.969444)",-46.120833,169.969444,2208242,Milton,53.98,75.775,30.4,4.59775
13,otautau,nz,"(-46.15, 168.0)",-46.15,168,2185296,Otautau,54.92,88.525,42.6,4.63675
14,castro,cl,"(-42.463611, -73.808333)",-42.463611,-73.808333,3889146,Gamboa,52.43,93.875,76.8,6.45675
15,wanaka,nz,"(-44.7, 169.15)",-44.7,169.15,2184707,Wanaka,51.59,77.95,23.1,2.5715
16,ulverstone,au,"(-41.160259, 146.182419)",-41.160259,146.182419,2145532,Ulverstone,53.66,89.575,65,12.136
17,burnham,nz,"(-43.616667, 172.316667)",-43.616667,172.316667,2192797,Burnham,58.93,88.275,48.5,7.70425
18,tuatapere,nz,"(-46.133333, 167.683333)",-46.133333,167.683333,2180815,Tuatapere,52.76,97.825,38.9,6.78975
19,seddon,nz,"(-41.666667, 174.083333)",-41.666667,174.083333,6243932,Riverlands,56.69,98.925,52.5,6.879
20,sanson,nz,"(-40.216667, 175.416667)",-40.216667,175.416667,2182968,Sanson,57.94,96.725,58,13.30225
21,palmerston north,nz,"(-40.35, 175.616667)",-40.35,175.616667,2181258,Terrace End,58.84,90.25,62.3,8.3255
22,osorno,cl,"(-40.566667, -73.15)",-40.566667,-73.15,3877949,Osorno,55.04,92.025,76.1,5.18725
23,bulls,nz,"(-40.166667, 175.383333)",-40.166667,175.383333,2192828,Bulls,57.94,96.725,58,13.30225
24,sefton,nz,"(-43.25, 172.666667)",-43.25,172.666667,2182867,Sefton,55.87,91.725,42.9,7.04475
25,riverton,nz,"(-46.35, 168.016667)",-46.35,168.016667,2206957,Riverton,54.92,88.525,42.6,4.63675
26,takaka,nz,"(-40.85, 172.8)",-40.85,172.8,2181997,Takaka,55.46,98.3,59.6,7.6595
27,rongotea,nz,"(-40.3, 175.416667)",-40.3,175.416667,2183299,Rongotea,57.94,96.725,58,13.30225
28,otaki,nz,"(-40.758333, 175.15)",-40.758333,175.15,2206372,Otaki,54.61,99.1,64.2,9.379
29,fairlie,nz,"(-44.1, 170.833333)",-44.1,170.833333,2184512,Pleasant Point,53.39,97.75,44.7,3.61325
30,tokoroa,nz,"(-38.233333, 175.866667)",-38.233333,175.866667,2180995,Tokoroa,54.34,93.2,73.7,5.2685
31,deniliquin,au,"(-35.527409, 144.959579)",-35.527409,144.959579,2169068,Deniliquin,59.51,87.275,52.6,13.573
32,angol,cl,"(-37.8, -72.716667)",-37.8,-72.716667,3899629,Angol,54.54,89.65,64.8,6.26175
33,wallacetown,nz,"(-46.333333, 168.266667)",-46.333333,168.266667,2206967,Wallacetown,54.92,88.525,42.6,4.63675
34,collipulli,cl,"(-37.95, -72.433333)",-37.95,-72.433333,3894177,Collipulli,54.54,89.65,64.8,6.26175
35,lautaro,cl,"(-38.516667, -72.45)",-38.516667,-72.45,3883615,Lautaro,52.58,93.325,72.1,6.68325
36,la union,cl,"(-40.283333, -73.083333)",-40.283333,-73.083333,3883629,La Union,52.93,93.3,76.6,5.277
37,takapau,nz,"(-40.033333, 176.35)",-40.033333,176.35,2181988,Takapau,58.21,84.325,42.1,8.40375
38,victor harbor,au,"(-35.550419, 138.621536)",-35.550419,138.621536,2059470,Victor Harbor,63.47,86.975,51,18.341
39,karamea,nz,"(-41.25, 172.116667)",-41.25,172.116667,7910033,Buller District,52.54,96.25,70.6,3.29725
40,mamaku,nz,"(-38.1, 176.083333)",-38.1,176.083333,2187834,Mamaku,54.34,93.2,73.7,5.2685
41,colac,au,"(-38.339001, 143.584885)",-38.339001,143.584885,2171069,Colac,60.86,87.125,68.3,9.45425
42,muriwai beach,nz,"(-36.816667, 174.45)",-36.816667,174.45,2186363,Muriwai Beach,58.58,96,49.5,7.76
43,rolleston,nz,"(-43.583333, 172.383333)",-43.583333,172.383333,2183310,Rolleston,58.93,88.275,48.5,7.70425
44,ancud,cl,"(-41.869722, -73.820278)",-41.869722,-73.820278,3899695,Ancud,52.7,90.7,75.3,7.01325
45,leopold,au,"(-38.19001, 144.468246)",-38.19001,144.468246,2160336,Leopold,59.87,93.775,50.1,23.67925
46,calbuco,cl,"(-41.768011, -73.127296)",-41.768011,-73.127296,3897334,Calbuco,52.55,97.375,75.6,12.1325
47,tolaga bay,nz,"(-38.366667, 178.3)",-38.366667,178.3,2180991,Tolaga Bay,59.66,83.3,29.7,7.93975
48,bahia blanca,ar,"(-38.719595, -62.272432)",-38.719595,-62.272432,3865086,Bahia Blanca,65.03,73.7,44,11.37525
49,paengaroa,nz,"(-37.816667, 176.416667)",-37.816667,176.416667,2185128,Paengaroa,57.08,98.325,46.1,8.6405
50,calera,cl,"(-32.783333, -71.2)",-32.783333,-71.2,3888214,Hacienda La Calera,66.26,91.625,40.3,3.282
51,broken hill,au,"(-31.961729, 141.459976)",-31.961729,141.459976,2173910,Broken Hill Municipality,68.33,58.575,8,14.7985
52,lakes entrance,au,"(-37.878941, 147.995132)",-37.878941,147.995132,2160735,Lakes Entrance,63.02,71.275,24.8,11.26425
53,masterton,nz,"(-40.959722, 175.6575)",-40.959722,175.6575,2206890,Masterton,55.87,92.8,44.9,7.123
54,cauquenes,cl,"(-35.966667, -72.35)",-35.966667,-72.35,3873369,Retulemus,55.83,92.85,63.2,5.88125
55,australind,au,"(-33.279202, 115.715042)",-33.279202,115.715042,2077454,Australind,61.74,90.45,71.3,16.146
56,whittlesea,za,"(-32.175877, 26.824372)",-32.175877,26.824372,940186,Whittlesea,60.82,68.9,34.1,4.6195
57,westport,nz,"(-41.75, 171.566667)",-41.75,171.566667,2192573,Carters Beach,55.2,98.325,70.9,3.32825
58,warrnambool,au,"(-38.38176, 142.487991)",-38.38176,142.487991,2144528,Warrnambool,62.03,93.55,71.4,19.94575
59,necochea,ar,"(-38.547259, -58.736753)",-38.547259,-58.736753,3430443,Necochea,66.13,82.725,58.8,13.179
60,coihueco,cl,"(-36.616667, -71.833333)",-36.616667,-71.833333,3894406,Coihueco,57.35,88.7,65.7,5.71575
61,san felipe,cl,"(-32.75, -70.733333)",-32.75,-70.733333,3872255,San Felipe,61.56,80.625,42.4,1.491
62,bowral,au,"(-34.477501, 150.420395)",-34.477501,150.420395,2174400,Bowral,62.39,71.375,14.2,7.00775
63,collie,au,"(-33.362061, 116.156174)",-33.362061,116.156174,2074113,Collie,62.28,89.55,73,13.96675
64,cabrero,cl,"(-37.033333, -72.4)",-37.033333,-72.4,3897557,Cabrero,55.64,91.2,64,7.03575
65,robertson,za,"(-33.803418, 19.885374)",-33.803418,19.885374,3362349,Robertson,53.39,79.5,33,2.52875
66,middelburg,za,"(-31.492849, 25.00633)",-31.492849,25.00633,976358,Middelburg,56.23,59.975,17.3,7.4615
67,rosario,ar,"(-32.946818, -60.639317)",-32.946818,-60.639317,3838583,Rosario,77.2,75.375,17.8,10.7095
68,paraguari,py,"(-25.633333, -57.15)",-25.633333,-57.15,3438713,Establecimiento La Norma,75.03,76.6,18.2,4.228
69,pomerode,br,"(-26.75, -49.183333)",-26.75,-49.183333,7575224,Testo Central Alto,69.66,82.4,43.4,3.731
70,sao lourenco do oeste,br,"(-26.4, -52.766667)",-26.4,-52.766667,3459447,Jupiá,71.43,75.75,32.9,5.797
71,kawerau,nz,"(-38.1, 176.7)",-38.1,176.7,2188942,Kawerau,53.84,93.4,62.3,3.79725
72,luderitz,na,"(-26.6480556, 15.1594444)",-26.6480556,15.1594444,3355672,Luderitz,62.66,74.25,0,19.1535
73,coquimbo,cl,"(-29.953333, -71.343611)",-29.953333,-71.343611,3893629,Coquimbo,63.63,96,22.5,4.547
74,adelaide,au,"(-34.928661, 138.598633)",-34.928661,138.598633,2078025,Adelaide,64.19,89.875,56.7,15.9585
75,san javier,cl,"(-35.6, -71.75)",-35.6,-71.75,3872154,San Javier,56.55,93.225,54.8,3.3105
76,nelspruit,za,"(-25.474482, 30.970333)",-25.474482,30.970333,971534,Nelspruit,91.58,68.8,32.1,3.9455
77,porto belo,br,"(-27.1575, -48.539722)",-27.1575,-48.539722,3452900,Porto Belo,66.69,94.825,31.9,4.4945
78,coronel bogado,py,"(-27.183333, -56.3)",-27.183333,-56.3,3438825,Coronel Bogado,74.58,75.15,9.5,4.315
